Period,KBP,Value
2017-08-01,KBP1607M,7.13
2017-08-01,KBP1608M,5.43
2017-08-01,KBP1609M,7.71
2017-08-01,KBP1610M,8.58
2017-08-01,KBP1611M,9.39
2017-08-01,KBP1612M,9.86
2017-08-01,KBP1613M,2.09
2017-08-01,KBP1614M,5.62
2017-08-01,KBP1615M,2.92
2017-08-01,KBP1616M,6.38
2017-08-01,KBP1617M,6.84
2017-08-01,KBP1618M,7.13
2017-08-01,KBP1619M,7.44
2017-08-01,KBP1620M,7.26
2017-08-01,KBP1621M,8.37
2017-08-01,KBP1622M,8.73
2017-08-01,KBP1623M,8.19
2017-08-01,KBP1624M,7.33
2017-08-01,KBP1625M,6.39
2017-08-01,KBP1485M,6.75
2017-09-01,KBP1600M,2.37
2017-09-01,KBP1601M,6.29
2017-09-01,KBP1602M,6.62
2017-09-01,KBP1603M,6.07
2017-09-01,KBP1604M,0.87
2017-09-01,KBP1605M,6.32
2017-09-01,KBP1606M,6.34
2017-09-01,KBP1607M,7.12
2017-09-01,KBP1608M,5.43
2017-09-01,KBP1609M,7.69
2017-09-01,KBP1610M,8.57
2017-09-01,KBP1611M,9.35
2017-09-01,KBP1612M,9.83
2017-09-01,KBP1613M,2.26
2017-09-01,KBP1614M,5.66
2017-09-01,KBP1615M,3.02
2017-09-01,KBP1616M,6.39
2017-09-01,KBP1617M,6.78
2017-09-01,KBP1618M,7.16
2017-09-01,KBP1619M,7.35
2017-09-01,KBP1620M,7.21
2017-09-01,KBP1621M,8.27
2017-09-01,KBP1622M,8.66
2017-09-01,KBP1623M,8.1
2017-09-01,KBP1624M,7.27
2017-09-01,KBP1625M,6.32
2017-09-01,KBP1485M,6.75
2017-10-01,KBP1600M,2.25
2017-10-01,KBP1601M,6.22
2017-10-01,KBP1602M,6.53
2017-10-01,KBP1603M,6.0
2017-10-01,KBP1604M,0.84
2017-10-01,KBP1605M,6.2
2017-10-01,KBP1606M,6.34
2017-10-01,KBP1607M,7.08
2017-10-01,KBP1608M,5.4
2017-10-01,KBP1609M,7.67
2017-10-01,KBP1610M,8.57
2017-10-01,KBP1611M,9.36
2017-10-01,KBP1612M,9.88
2017-10-01,KBP1613M,2.27
2017-10-01,KBP1614M,5.62
2017-10-01,KBP1615M,2.87
2017-10-01,KBP1616M,6.34
2017-10-01,KBP1617M,6.85
2017-10-01,KBP1618M,7.03
2017-10-01,KBP1619M,7.05
2017-10-01,KBP1620M,7.25
2017-10-01,KBP1621M,8.27
2017-10-01,KBP1622M,8.58
2017-10-01,KBP1623M,8.14
2017-10-01,KBP1624M,7.22
2017-10-01,KBP1625M,6.25
2017-10-01,KBP1485M,6.75
2017-11-01,KBP1600M,2.23
2017-11-01,KBP1601M,6.24
2017-11-01,KBP1602M,6.56
2017-11-01,KBP1603M,5.99
2017-11-01,KBP1604M,0.85
2017-11-01,KBP1605M,6.2
2017-11-01,KBP1606M,6.35
2017-11-01,KBP1607M,7.06
2017-11-01,KBP1608M,5.45
2017-11-01,KBP1609M,7.67
2017-11-01,KBP1610M,8.56
2017-11-01,KBP1611M,9.34
2017-11-01,KBP1612M,9.89
2017-11-01,KBP1613M,2.55
2017-11-01,KBP1614M,5.6
2017-11-01,KBP1615M,2.85
2017-11-01,KBP1616M,6.35
2017-11-01,KBP1617M,6.87
2017-11-01,KBP1618M,7.12
2017-11-01,KBP1619M,7.23
2017-11-01,KBP1620M,7.19
2017-11-01,KBP1621M,8.28
2017-11-01,KBP1622M,8.61
2017-11-01,KBP1623M,7.94
2017-11-01,KBP1624M,7.28
2017-11-01,KBP1625M,6.24
2017-11-01,KBP1485M,6.75
2017-12-01,KBP1600M,2.25
2017-12-01,KBP1601M,6.27
2017-12-01,KBP1602M,6.52
2017-12-01,KBP1603M,5.98
2017-12-01,KBP1604M,0.8
2017-12-01,KBP1605M,6.22
2017-12-01,KBP1606M,6.37
2017-12-01,KBP1607M,7.1
2017-12-01,KBP1608M,5.75
2017-12-01,KBP1609M,7.66
2017-12-01,KBP1610M,8.57
2017-12-01,KBP1611M,9.37
2017-12-01,KBP1612M,9.9
2017-12-01,KBP1613M,2.36
2017-12-01,KBP1614M,5.62
2017-12-01,KBP1615M,2.87
2017-12-01,KBP1616M,6.37
2017-12-01,KBP1617M,6.83
2017-12-01,KBP1618M,7.2
2017-12-01,KBP1619M,7.44
2017-12-01,KBP1620M,7.13
2017-12-01,KBP1621M,8.34
2017-12-01,KBP1622M,8.61
2017-12-01,KBP1623M,7.98
2017-12-01,KBP1624M,7.21
2017-12-01,KBP1625M,6.21
2017-12-01,KBP1485M,6.75
2018-01-01,KBP1600M,2.41
2018-01-01,KBP1601M,6.33
2018-01-01,KBP1602M,6.55
2018-01-01,KBP1603M,6.08
2018-01-01,KBP1604M,0.84
2018-01-01,KBP1605M,6.23
2018-01-01,KBP1606M,6.38
2018-01-01,KBP1607M,7.11
2018-01-01,KBP1608M,5.68
2018-01-01,KBP1609M,7.67
2018-01-01,KBP1610M,8.57
2018-01-01,KBP1611M,9.36
2018-01-01,KBP1612M,9.9
2018-01-01,KBP1613M,2.41
2018-01-01,KBP1614M,5.66
2018-01-01,KBP1615M,2.89
2018-01-01,KBP1616M,6.38
2018-01-01,KBP1617M,6.81
2018-01-01,KBP1618M,7.19
2018-01-01,KBP1619M,7.55
2018-01-01,KBP1620M,7.18
2018-01-01,KBP1621M,8.33
2018-01-01,KBP1622M,8.56
2018-01-01,KBP1623M,8.07
2018-01-01,KBP1624M,7.22
2018-01-01,KBP1625M,6.28
2018-01-01,KBP1485M,6.75
2018-02-01,KBP1600M,2.5
2018-02-01,KBP1601M,6.36
2018-02-01,KBP1602M,6.58
2018-02-01,KBP1603M,6.12
2018-02-01,KBP1604M,0.97
2018-02-01,KBP1605M,6.23
2018-02-01,KBP1606M,6.38
2018-02-01,KBP1607M,7.11
2018-02-01,KBP1608M,5.42
2018-02-01,KBP1609M,7.63
2018-02-01,KBP1610M,8.55
2018-02-01,KBP1611M,9.38
2018-02-01,KBP1612M,9.92
2018-02-01,KBP1613M,2.17
2018-02-01,KBP1614M,5.77
2018-02-01,KBP1615M,2.94
2018-02-01,KBP1616M,6.43
2018-02-01,KBP1617M,6.8
2018-02-01,KBP1618M,7.12
2018-02-01,KBP1619M,7.54
2018-02-01,KBP1620M,7.25
2018-02-01,KBP1621M,8.36
2018-02-01,KBP1622M,8.58
2018-02-01,KBP1623M,8.06
2018-02-01,KBP1624M,7.15
2018-02-01,KBP1625M,6.29
2018-02-01,KBP1485M,6.75
2018-03-01,KBP1600M,2.54
2018-03-01,KBP1601M,6.25
2018-03-01,KBP1602M,6.5
2018-03-01,KBP1603M,6.08
2018-03-01,KBP1604M,1.1
2018-03-01,KBP1605M,6.12
2018-03-01,KBP1606M,6.26
2018-03-01,KBP1607M,6.95
2018-03-01,KBP1608M,5.39
2018-03-01,KBP1609M,7.57
2018-03-01,KBP1610M,8.53
2018-03-01,KBP1611M,9.38
2018-03-01,KBP1612M,9.92
2018-03-01,KBP1613M,2.19
2018-03-01,KBP1614M,5.79
2018-03-01,KBP1615M,2.86
2018-03-01,KBP1616M,6.28
2018-03-01,KBP1617M,6.69
2018-03-01,KBP1618M,7.03
2018-03-01,KBP1619M,7.48
2018-03-01,KBP1620M,7.21
2018-03-01,KBP1621M,8.26
2018-03-01,KBP1622M,8.56
2018-03-01,KBP1623M,8.07
2018-03-01,KBP1624M,7.11
2018-03-01,KBP1625M,6.2
2018-03-01,KBP1485M,6.5
2018-04-01,KBP1600M,2.48
2018-04-01,KBP1601M,6.16
2018-04-01,KBP1602M,6.58
2018-04-01,KBP1603M,6.07
2018-04-01,KBP1604M,1.07
2018-04-01,KBP1605M,6.05
2018-04-01,KBP1606M,6.12
2018-04-01,KBP1607M,6.9
2018-04-01,KBP1608M,5.43
2018-04-01,KBP1609M,7.51
2018-04-01,KBP1610M,8.5
2018-04-01,KBP1611M,9.37
2018-04-01,KBP1612M,9.95
2018-04-01,KBP1613M,2.13
2018-04-01,KBP1614M,5.75
2018-04-01,KBP1615M,2.8
2018-04-01,KBP1616M,6.2
2018-04-01,KBP1617M,6.6
2018-04-01,KBP1618M,6.99
2018-04-01,KBP1619M,7.29
2018-04-01,KBP1620M,7.23
2018-04-01,KBP1621M,8.23
2018-04-01,KBP1622M,8.53
2018-04-01,KBP1623M,7.99
2018-04-01,KBP1624M,7.19
2018-04-01,KBP1625M,6.21
2018-04-01,KBP1485M,6.5
2018-05-01,KBP1600M,2.52
2018-05-01,KBP1601M,6.13
2018-05-01,KBP1602M,6.59
2018-05-01,KBP1603M,6.08
2018-05-01,KBP1604M,1.08
2018-05-01,KBP1605M,6.05
2018-05-01,KBP1606M,6.16
2018-05-01,KBP1607M,6.88
2018-05-01,KBP1608M,5.44
2018-05-01,KBP1609M,7.5
2018-05-01,KBP1610M,8.45
2018-05-01,KBP1611M,9.37
2018-05-01,KBP1612M,9.91
2018-05-01,KBP1613M,1.94
2018-05-01,KBP1614M,5.75
2018-05-01,KBP1615M,2.86
2018-05-01,KBP1616M,6.17
2018-05-01,KBP1617M,6.68
2018-05-01,KBP1618M,6.94
2018-05-01,KBP1619M,7.39
2018-05-01,KBP1620M,7.15
2018-05-01,KBP1621M,8.16
2018-05-01,KBP1622M,8.46
2018-05-01,KBP1623M,8.01
2018-05-01,KBP1624M,7.22
2018-05-01,KBP1625M,6.24
2018-05-01,KBP1485M,6.5
2018-06-01,KBP1600M,2.67
2018-06-01,KBP1601M,6.13
2018-06-01,KBP1602M,6.57
2018-06-01,KBP1603M,6.09
2018-06-01,KBP1604M,1.03
2018-06-01,KBP1605M,6.05
2018-06-01,KBP1606M,6.1
2018-06-01,KBP1607M,6.88
2018-06-01,KBP1608M,5.27
2018-06-01,KBP1609M,7.45
2018-06-01,KBP1610M,8.44
2018-06-01,KBP1611M,9.27
2018-06-01,KBP1612M,9.89
2018-06-01,KBP1613M,1.95
2018-06-01,KBP1614M,5.72
2018-06-01,KBP1615M,2.76
2018-06-01,KBP1616M,6.17
2018-06-01,KBP1617M,6.59
2018-06-01,KBP1618M,6.95
2018-06-01,KBP1619M,7.36
2018-06-01,KBP1620M,7.15
2018-06-01,KBP1621M,8.08
2018-06-01,KBP1622M,8.46
2018-06-01,KBP1623M,8.08
2018-06-01,KBP1624M,7.21
2018-06-01,KBP1625M,6.21
2018-06-01,KBP1485M,6.5
2018-07-01,KBP1600M,2.33
2018-07-01,KBP1601M,6.15
2018-07-01,KBP1602M,6.51
2018-07-01,KBP1603M,6.05
2018-07-01,KBP1604M,1.03
2018-07-01,KBP1605M,6.06
2018-07-01,KBP1606M,6.18
2018-07-01,KBP1607M,6.89
2018-07-01,KBP1608M,5.53
2018-07-01,KBP1609M,7.35
2018-07-01,KBP1610M,8.33
2018-07-01,KBP1611M,9.18
2018-07-01,KBP1612M,9.89
2018-07-01,KBP1613M,1.9
2018-07-01,KBP1614M,5.71
2018-07-01,KBP1615M,2.67
2018-07-01,KBP1616M,6.2
2018-07-01,KBP1617M,6.68
2018-07-01,KBP1618M,6.99
2018-07-01,KBP1619M,7.3
2018-07-01,KBP1620M,7.14
2018-07-01,KBP1621M,8.12
2018-07-01,KBP1622M,8.46
2018-07-01,KBP1623M,8.21
2018-07-01,KBP1624M,7.12
2018-07-01,KBP1625M,6.21
2018-07-01,KBP1485M,6.5
2018-08-01,KBP1600M,2.42
2018-08-01,KBP1601M,6.15
2018-08-01,KBP1602M,6.55
2018-08-01,KBP1603M,6.08
2018-08-01,KBP1604M,1.07
2018-08-01,KBP1605M,6.04
2018-08-01,KBP1606M,6.15
2018-08-01,KBP1607M,6.86
2018-08-01,KBP1608M,5.86
2018-08-01,KBP1609M,7.37
2018-08-01,KBP1610M,8.35
2018-08-01,KBP1611M,9.19
2018-08-01,KBP1612M,9.9
2018-08-01,KBP1613M,1.9
2018-08-01,KBP1614M,5.72
2018-08-01,KBP1615M,2.77
2018-08-01,KBP1616M,6.21
2018-08-01,KBP1617M,6.64
2018-08-01,KBP1618M,7.05
2018-08-01,KBP1619M,7.38
2018-08-01,KBP1620M,7.12
2018-08-01,KBP1621M,8.13
2018-08-01,KBP1622M,8.49
2018-08-01,KBP1623M,8.27
2018-08-01,KBP1624M,7.18
2018-08-01,KBP1625M,6.25
2018-08-01,KBP1485M,6.5
2018-09-01,KBP1600M,2.53
2018-09-01,KBP1601M,6.15
2018-09-01,KBP1602M,6.54
2018-09-01,KBP1603M,6.1
2018-09-01,KBP1604M,1.09
2018-09-01,KBP1605M,6.08
2018-09-01,KBP1606M,6.16
2018-09-01,KBP1607M,6.9
2018-09-01,KBP1608M,5.82
2018-09-01,KBP1609M,7.43
2018-09-01,KBP1610M,8.38
2018-09-01,KBP1611M,9.28
2018-09-01,KBP1612M,9.89
2018-09-01,KBP1613M,2.05
2018-09-01,KBP1614M,5.76
2018-09-01,KBP1615M,2.88
2018-09-01,KBP1616M,6.19
2018-09-01,KBP1617M,6.74
2018-09-01,KBP1618M,6.84
2018-09-01,KBP1619M,7.41
2018-09-01,KBP1620M,7.22
2018-09-01,KBP1621M,8.17
2018-09-01,KBP1622M,8.52
2018-09-01,KBP1623M,8.34
2018-09-01,KBP1624M,7.15
2018-09-01,KBP1625M,6.25
2018-09-01,KBP1485M,6.5
2018-10-01,KBP1600M,2.44
2018-10-01,KBP1601M,6.18
2018-10-01,KBP1602M,6.55
2018-10-01,KBP1603M,6.1
2018-10-01,KBP1604M,1.14
2018-10-01,KBP1605M,6.11
2018-10-01,KBP1606M,6.13
2018-10-01,KBP1607M,6.89
2018-10-01,KBP1608M,5.8
2018-10-01,KBP1609M,7.46
2018-10-01,KBP1610M,8.42
2018-10-01,KBP1611M,9.3
2018-10-01,KBP1612M,9.9
2018-10-01,KBP1613M,2.05
2018-10-01,KBP1614M,5.77
2018-10-01,KBP1615M,2.76
2018-10-01,KBP1616M,6.22
2018-10-01,KBP1617M,6.73
2018-10-01,KBP1618M,6.88
2018-10-01,KBP1619M,7.41
2018-10-01,KBP1620M,7.19
2018-10-01,KBP1621M,8.19
2018-10-01,KBP1622M,8.57
2018-10-01,KBP1623M,8.41
2018-10-01,KBP1624M,7.16
2018-10-01,KBP1625M,6.25
2018-10-01,KBP1485M,6.5
2018-11-01,KBP1600M,2.49
2018-11-01,KBP1601M,6.28
2018-11-01,KBP1602M,6.55
2018-11-01,KBP1603M,6.11
2018-11-01,KBP1604M,1.2
2018-11-01,KBP1605M,6.21
2018-11-01,KBP1606M,6.32
2018-11-01,KBP1607M,7.02
2018-11-01,KBP1608M,5.94
2018-11-01,KBP1609M,7.5
2018-11-01,KBP1610M,8.44
2018-11-01,KBP1611M,9.32
2018-11-01,KBP1612M,9.9
2018-11-01,KBP1613M,2.13
2018-11-01,KBP1614M,5.88
2018-11-01,KBP1615M,2.8
2018-11-01,KBP1616M,6.33
2018-11-01,KBP1617M,6.75
2018-11-01,KBP1618M,7.15
2018-11-01,KBP1619M,7.48
2018-11-01,KBP1620M,7.18
2018-11-01,KBP1621M,8.17
2018-11-01,KBP1622M,8.58
2018-11-01,KBP1623M,8.73
2018-11-01,KBP1624M,7.13
2018-11-01,KBP1625M,6.23
2018-11-01,KBP1485M,6.75
2018-12-01,KBP1600M,2.48
2018-12-01,KBP1601M,6.38
2018-12-01,KBP1602M,6.6
2018-12-01,KBP1603M,6.16
2018-12-01,KBP1604M,1.16
2018-12-01,KBP1605M,6.3
2018-12-01,KBP1606M,6.41
2018-12-01,KBP1607M,7.03
2018-12-01,KBP1608M,5.67
2018-12-01,KBP1609M,7.55
2018-12-01,KBP1610M,8.46
2018-12-01,KBP1611M,9.33
2018-12-01,KBP1612M,9.91
2018-12-01,KBP1613M,2.21
2018-12-01,KBP1614M,5.95
2018-12-01,KBP1615M,2.79
2018-12-01,KBP1616M,6.43
2018-12-01,KBP1617M,6.78
2018-12-01,KBP1618M,7.22
2018-12-01,KBP1619M,7.62
2018-12-01,KBP1620M,7.19
2018-12-01,KBP1621M,8.2
2018-12-01,KBP1622M,8.58
2018-12-01,KBP1623M,8.85
2018-12-01,KBP1624M,7.14
2018-12-01,KBP1625M,6.27
2018-12-01,KBP1485M,6.75
2019-01-01,KBP1600M,2.54
2019-01-01,KBP1601M,6.4
2019-01-01,KBP1602M,6.62
2019-01-01,KBP1603M,6.22
2019-01-01,KBP1604M,1.24
2019-01-01,KBP1605M,6.33
2019-01-01,KBP1606M,6.43
2019-01-01,KBP1607M,7.09
2019-01-01,KBP1608M,5.87
2019-01-01,KBP1609M,7.6
2019-01-01,KBP1610M,8.49
2019-01-01,KBP1611M,9.33
2019-01-01,KBP1612M,9.95
2019-01-01,KBP1613M,2.18
2019-01-01,KBP1614M,5.99
2019-01-01,KBP1615M,2.86
2019-01-01,KBP1616M,6.44
2019-01-01,KBP1617M,6.84
2019-01-01,KBP1618M,7.23
2019-01-01,KBP1619M,7.65
2019-01-01,KBP1620M,7.21
2019-01-01,KBP1621M,8.23
2019-01-01,KBP1622M,8.59
2019-01-01,KBP1623M,8.9
2019-01-01,KBP1624M,7.14
2019-01-01,KBP1625M,6.32
2019-01-01,KBP1485M,6.75
2019-02-01,KBP1600M,2.53
2019-02-01,KBP1601M,6.42
2019-02-01,KBP1602M,6.62
2019-02-01,KBP1603M,6.24
2019-02-01,KBP1604M,1.31
2019-02-01,KBP1605M,6.33
2019-02-01,KBP1606M,6.44
2019-02-01,KBP1607M,7.08
2019-02-01,KBP1608M,5.8
2019-02-01,KBP1609M,7.6
2019-02-01,KBP1610M,8.5
2019-02-01,KBP1611M,9.29
2019-02-01,KBP1612M,9.99
2019-02-01,KBP1613M,2.16
2019-02-01,KBP1614M,5.99
2019-02-01,KBP1615M,2.85
2019-02-01,KBP1616M,6.47
2019-02-01,KBP1617M,6.83
2019-02-01,KBP1618M,7.16
2019-02-01,KBP1619M,7.64
2019-02-01,KBP1620M,7.25
2019-02-01,KBP1621M,8.23
2019-02-01,KBP1622M,8.6
2019-02-01,KBP1623M,8.9
2019-02-01,KBP1624M,7.15
2019-02-01,KBP1625M,6.36
2019-02-01,KBP1485M,6.75
2019-03-01,KBP1600M,2.58
2019-03-01,KBP1601M,6.43
2019-03-01,KBP1602M,6.65
2019-03-01,KBP1603M,6.26
2019-03-01,KBP1604M,1.37
2019-03-01,KBP1605M,6.33
2019-03-01,KBP1606M,6.43
2019-03-01,KBP1607M,7.07
2019-03-01,KBP1608M,5.98
2019-03-01,KBP1609M,7.62
2019-03-01,KBP1610M,8.44
2019-03-01,KBP1611M,9.29
2019-03-01,KBP1612M,9.98
2019-03-01,KBP1613M,2.19
2019-03-01,KBP1614M,6.03
2019-03-01,KBP1615M,2.88
2019-03-01,KBP1616M,6.49
2019-03-01,KBP1617M,6.84
2019-03-01,KBP1618M,7.23
2019-03-01,KBP1619M,7.64
2019-03-01,KBP1620M,7.22
2019-03-01,KBP1621M,8.22
2019-03-01,KBP1622M,8.59
2019-03-01,KBP1623M,8.89
2019-03-01,KBP1624M,7.17
2019-03-01,KBP1625M,6.38
2019-03-01,KBP1485M,6.75
2019-04-01,KBP1600M,2.52
2019-04-01,KBP1601M,6.5
2019-04-01,KBP1602M,6.44
2019-04-01,KBP1603M,6.11
2019-04-01,KBP1604M,1.11
2019-04-01,KBP1605M,6.34
2019-04-01,KBP1606M,6.46
2019-04-01,KBP1607M,7.12
2019-04-01,KBP1608M,5.74
2019-04-01,KBP1609M,7.64
2019-04-01,KBP1610M,8.48
2019-04-01,KBP1611M,9.32
2019-04-01,KBP1612M,9.78
2019-04-01,KBP1613M,2.24
2019-04-01,KBP1614M,5.75
2019-04-01,KBP1615M,2.95
2019-04-01,KBP1616M,6.6
2019-04-01,KBP1617M,6.87
2019-04-01,KBP1618M,7.23
2019-04-01,KBP1619M,7.64
2019-04-01,KBP1620M,7.24
2019-04-01,KBP1621M,8.21
2019-04-01,KBP1622M,8.59
2019-04-01,KBP1623M,8.91
2019-04-01,KBP1624M,7.07
2019-04-01,KBP1625M,6.29
2019-04-01,KBP1485M,6.75
2019-05-01,KBP1600M,2.49
2019-05-01,KBP1601M,6.44
2019-05-01,KBP1602M,6.58
2019-05-01,KBP1603M,6.12
2019-05-01,KBP1604M,0.93
2019-05-01,KBP1605M,6.3
2019-05-01,KBP1606M,6.45
2019-05-01,KBP1607M,7.11
2019-05-01,KBP1608M,6.04
2019-05-01,KBP1609M,7.55
2019-05-01,KBP1610M,8.34
2019-05-01,KBP1611M,9.07
2019-05-01,KBP1612M,9.34
2019-05-01,KBP1613M,2.21
2019-05-01,KBP1614M,5.71
2019-05-01,KBP1615M,2.97
2019-05-01,KBP1616M,6.53
2019-05-01,KBP1617M,6.93
2019-05-01,KBP1618M,6.95
2019-05-01,KBP1619M,7.61
2019-05-01,KBP1620M,7.21
2019-05-01,KBP1621M,8.13
2019-05-01,KBP1622M,8.59
2019-05-01,KBP1623M,8.91
2019-05-01,KBP1624M,7.2
2019-05-01,KBP1625M,6.33
2019-05-01,KBP1485M,6.75
2019-06-01,KBP1600M,2.49
2019-06-01,KBP1601M,6.45
2019-06-01,KBP1602M,6.53
2019-06-01,KBP1603M,6.05
2019-06-01,KBP1604M,0.94
2019-06-01,KBP1605M,6.39
2019-06-01,KBP1606M,6.4
2019-06-01,KBP1607M,7.11
2019-06-01,KBP1608M,5.81
2019-06-01,KBP1609M,7.55
2019-06-01,KBP1610M,8.34
2019-06-01,KBP1611M,9.09
2019-06-01,KBP1612M,9.34
2019-06-01,KBP1613M,2.19
2019-06-01,KBP1614M,5.74
2019-06-01,KBP1615M,2.94
2019-06-01,KBP1616M,6.5
2019-06-01,KBP1617M,6.81
2019-06-01,KBP1618M,7.18
2019-06-01,KBP1619M,7.45
2019-06-01,KBP1620M,7.35
2019-06-01,KBP1621M,8.07
2019-06-01,KBP1622M,8.56
2019-06-01,KBP1623M,8.9
2019-06-01,KBP1624M,7.13
2019-06-01,KBP1625M,6.22
2019-06-01,KBP1485M,6.75
2019-07-01,KBP1600M,2.39
2019-07-01,KBP1601M,6.34
2019-07-01,KBP1602M,6.61
2019-07-01,KBP1603M,6.07
2019-07-01,KBP1604M,0.93
2019-07-01,KBP1605M,6.31
2019-07-01,KBP1606M,6.28
2019-07-01,KBP1607M,6.93
2019-07-01,KBP1608M,5.72
2019-07-01,KBP1609M,7.5
2019-07-01,KBP1610M,8.3
2019-07-01,KBP1611M,9.09
2019-07-01,KBP1612M,9.34
2019-07-01,KBP1613M,2.15
2019-07-01,KBP1614M,5.69
2019-07-01,KBP1615M,2.84
2019-07-01,KBP1616M,6.35
2019-07-01,KBP1617M,6.64
2019-07-01,KBP1618M,7.06
2019-07-01,KBP1619M,7.35
2019-07-01,KBP1620M,7.29
2019-07-01,KBP1621M,8.02
2019-07-01,KBP1622M,8.5
2019-07-01,KBP1623M,8.87
2019-07-01,KBP1624M,7.24
2019-07-01,KBP1625M,6.26
2019-07-01,KBP1485M,6.5
2019-08-01,KBP1600M,2.39
2019-08-01,KBP1601M,6.3
2019-08-01,KBP1602M,6.49
2019-08-01,KBP1603M,6.01
2019-08-01,KBP1604M,0.97
2019-08-01,KBP1605M,6.32
2019-08-01,KBP1606M,6.22
2019-08-01,KBP1607M,6.91
2019-08-01,KBP1608M,5.71
2019-08-01,KBP1609M,7.49
2019-08-01,KBP1610M,8.26
2019-08-01,KBP1611M,9.09
2019-08-01,KBP1612M,9.33
2019-08-01,KBP1613M,1.94
2019-08-01,KBP1614M,5.7
2019-08-01,KBP1615M,2.84
2019-08-01,KBP1616M,6.28
2019-08-01,KBP1617M,6.6
2019-08-01,KBP1618M,7.05
2019-08-01,KBP1619M,7.29
2019-08-01,KBP1620M,7.31
2019-08-01,KBP1621M,7.93
2019-08-01,KBP1622M,8.38
2019-08-01,KBP1623M,8.76
2019-08-01,KBP1624M,7.08
2019-08-01,KBP1625M,6.18
2019-08-01,KBP1485M,6.5
2019-09-01,KBP1600M,2.46
2019-09-01,KBP1601M,6.21
2019-09-01,KBP1602M,6.51
2019-09-01,KBP1603M,5.98
2019-09-01,KBP1604M,1.0
2019-09-01,KBP1605M,6.08
2019-09-01,KBP1606M,6.21
2019-09-01,KBP1607M,6.87
2019-09-01,KBP1608M,5.32
2019-09-01,KBP1609M,7.5
2019-09-01,KBP1610M,8.28
2019-09-01,KBP1611M,9.32
2019-09-01,KBP1612M,10.06
2019-09-01,KBP1613M,1.99
2019-09-01,KBP1614M,5.7
2019-09-01,KBP1615M,2.89
2019-09-01,KBP1616M,6.29
2019-09-01,KBP1617M,6.6
2019-09-01,KBP1618M,6.99
2019-09-01,KBP1619M,7.2
2019-09-01,KBP1620M,7.25
2019-09-01,KBP1621M,7.89
2019-09-01,KBP1622M,8.34
2019-09-01,KBP1623M,8.76
2019-09-01,KBP1624M,7.05
2019-09-01,KBP1625M,6.13
2019-09-01,KBP1485M,6.5
2019-10-01,KBP1600M,2.38
2019-10-01,KBP1601M,6.22
2019-10-01,KBP1602M,6.52
2019-10-01,KBP1603M,5.99
2019-10-01,KBP1604M,0.95
2019-10-01,KBP1605M,6.17
2019-10-01,KBP1606M,6.21
2019-10-01,KBP1607M,6.85
2019-10-01,KBP1608M,5.53
2019-10-01,KBP1609M,7.47
2019-10-01,KBP1610M,8.22
2019-10-01,KBP1611M,9.34
2019-10-01,KBP1612M,10.05
2019-10-01,KBP1613M,1.9
2019-10-01,KBP1614M,5.71
2019-10-01,KBP1615M,2.81
2019-10-01,KBP1616M,6.24
2019-10-01,KBP1617M,6.68
2019-10-01,KBP1618M,6.67
2019-10-01,KBP1619M,7.16
2019-10-01,KBP1620M,7.21
2019-10-01,KBP1621M,7.87
2019-10-01,KBP1622M,8.29
2019-10-01,KBP1623M,8.72
2019-10-01,KBP1624M,7.07
2019-10-01,KBP1625M,6.13
2019-10-01,KBP1485M,6.5
2019-11-01,KBP1600M,2.34
2019-11-01,KBP1601M,6.26
2019-11-01,KBP1602M,6.49
2019-11-01,KBP1603M,5.95
2019-11-01,KBP1604M,0.94
2019-11-01,KBP1605M,6.28
2019-11-01,KBP1606M,6.26
2019-11-01,KBP1607M,6.85
2019-11-01,KBP1608M,5.4
2019-11-01,KBP1609M,7.41
2019-11-01,KBP1610M,8.17
2019-11-01,KBP1611M,9.32
2019-11-01,KBP1612M,10.04
2019-11-01,KBP1613M,2.1
2019-11-01,KBP1614M,5.72
2019-11-01,KBP1615M,2.76
2019-11-01,KBP1616M,6.25
2019-11-01,KBP1617M,6.61
2019-11-01,KBP1618M,6.92
2019-11-01,KBP1619M,7.1
2019-11-01,KBP1620M,7.16
2019-11-01,KBP1621M,7.85
2019-11-01,KBP1622M,8.23
2019-11-01,KBP1623M,8.69
2019-11-01,KBP1624M,7.05
2019-11-01,KBP1625M,6.07
2019-11-01,KBP1485M,6.5
2019-12-01,KBP1600M,2.35
2019-12-01,KBP1601M,6.26
2019-12-01,KBP1602M,6.45
2019-12-01,KBP1603M,5.94
2019-12-01,KBP1604M,0.92
2019-12-01,KBP1605M,6.18
2019-12-01,KBP1606M,6.23
2019-12-01,KBP1607M,6.85
2019-12-01,KBP1608M,5.42
2019-12-01,KBP1609M,7.4
2019-12-01,KBP1610M,8.11
2019-12-01,KBP1611M,9.31
2019-12-01,KBP1612M,10.03
2019-12-01,KBP1613M,1.93
2019-12-01,KBP1614M,5.68
2019-12-01,KBP1615M,2.77
2019-12-01,KBP1616M,6.3
2019-12-01,KBP1617M,6.67
2019-12-01,KBP1618M,6.72
2019-12-01,KBP1619M,7.15
2019-12-01,KBP1620M,7.14
2019-12-01,KBP1621M,7.83
2019-12-01,KBP1622M,8.22
2019-12-01,KBP1623M,8.71
2019-12-01,KBP1624M,7.0
2019-12-01,KBP1625M,6.06
2019-12-01,KBP1485M,6.5
2020-01-01,KBP1600M,2.34
